Date,CVS.Model_Return,CVS.Benchmark_Return
2018-01-08,0.002523603616282344,-0.008667941363926124
2018-01-09,-0.0002896234509535134,-0.0010286742960009532
2018-01-10,-0.00200643390417099,-0.0032179173638821057
2018-01-11,-0.02117867022752762,0.020402892561983466
2018-01-12,0.0018166278023272753,-0.0030372057706908873
2018-01-16,-0.008550294674932957,0.008377760853008231
2018-01-17,-0.0007552870083600283,0.0007552870090634656
2018-01-18,0.0018867924809455872,-0.0018867924528302993
2018-01-19,0.0021715452894568443,0.006427221172022657
2018-01-22,0.004927242640405893,0.013648885549712109
2018-01-23,0.002924335189163685,-0.006300185299567662
2018-01-24,-0.006199394352734089,0.005967180507210346
2018-01-25,-0.008156203664839268,0.00815620365793368
2018-01-26,-0.00527089973911643,0.0052708997303261285
2018-01-29,-0.014879235066473484,0.019753688574563943
2018-01-30,0.04100697860121727,-0.04113356451034311
2018-01-31,0.003982875030487776,-0.018705574261129843
2018-02-01,-0.0008661511237733066,0.0012708095056552793
2018-02-02,0.0021239437628537416,-0.029699200406142934
2018-02-05,-0.04148155450820923,-0.04094179202092885
2018-02-06,-0.009979126043617725,0.009547190398254246
2018-02-07,-0.0026416783221066,0.00445825452580384
2018-02-08,0.021203378215432167,-0.051109616677874836
2018-02-09,0.00166255421936512,-0.016442239546420878
2018-02-12,0.0037327343598008156,0.006917423259835687
2018-02-13,0.0008193671237677336,0.003434950622584809
2018-02-14,-0.004117082804441452,-0.004564256168877345
2018-02-15,0.009950555860996246,0.010030090270812364
2018-02-16,-0.010931229218840599,0.020002837281884123
2018-02-20,-0.010397299192845821,-0.01724617524339378
2018-02-21,-0.02453150600194931,-0.026889329181998156
2018-02-22,0.010099891573190689,-0.011052937754508552
2018-02-23,-0.002352941082790494,0.0023529411764704466
2018-02-26,-0.0010269952472299337,0.0010269953051644798
2018-02-27,-0.0003771768242586404,0.00029312619082499936
2018-02-28,-0.008415902964770794,-0.007619047619047525
2018-03-01,-0.0078011066652834415,-0.008563413553816623
2018-03-02,0.0031066143419593573,0.004616530156366094
2018-03-05,-0.0016313245287165046,0.012600059294396893
2018-03-06,0.0028597405180335045,-0.009661835748792202
2018-03-07,-0.00034282522392459214,-0.0020694752402069527
2018-03-08,0.012127588503062725,0.012590727299659266
2018-03-09,-0.006906602066010237,0.013311878291398349
2018-03-12,0.0001907583646243438,-0.003753428612674914
2018-03-13,-0.0062939440831542015,-0.011012896681640405
2018-03-14,-0.006609924137592316,-0.01758241758241763
2018-03-15,0.017062416300177574,-0.017747949291573417
2018-03-16,0.0010608532465994358,-0.0031885818402671573
2018-03-19,-0.009987971745431423,-0.03076923076923077
2018-03-20,-0.011187615804374218,-0.01084394153701096
2018-03-21,-0.00826183706521988,-0.008261836669844258
2018-03-22,-0.003930520731955767,-0.010092918936238426
2018-03-23,-0.003090938087552786,-0.015050979122835373
2018-03-26,0.011759120039641857,0.01215905356556024
2018-03-27,-0.016233766451478004,-0.016233766233766267
2018-03-28,0.009220518171787262,0.0348184818481847
2018-03-29,-0.007678374648094177,-0.007973210014351806
2018-04-02,-0.018846048042178154,-0.018807265712907917
2018-04-03,0.00973042193800211,0.025229357798165042
2018-04-04,-0.027864037081599236,0.027165228507510353
2018-04-05,-0.0034489568788558245,0.005911636589919
2018-04-06,-0.020568320527672768,-0.01979585524280847
2018-04-09,-0.0004739924625027925,-0.0011044493531082722
2018-04-10,-0.0014372311998158693,0.010424893381772105
2018-04-11,0.013635857962071896,-0.014069094888228828
2018-04-12,0.013745520263910294,0.014745520849849258
2018-04-13,-0.008906249888241291,-0.008906250000000004
2018-04-16,-0.043093644082546234,0.042093646539492324
2018-04-17,-0.010937811806797981,0.015279878971255823
2018-04-18,-0.0029682002495974302,-0.00745045447772319
2018-04-19,0.003990917466580868,-0.011259570635039795
2018-04-20,0.010208060964941978,-0.011235955056179692
2018-04-23,0.006770274601876736,0.008599508599508532
2018-04-24,0.012941524386405945,0.014007308160779441
2018-04-25,-0.0068191904574632645,0.0169669669669672
2018-04-26,0.009507887065410614,0.01417392588217914
2018-04-27,-0.015220297500491142,0.018343281409229917
2018-04-30,0.0016099747736006975,-0.0017155110793424244
2018-05-01,0.00990248005837202,-0.02620650150365167
2018-05-02,0.027057744562625885,-0.030294117647058805
2018-05-03,0.05560746788978577,-0.0556566575674855
2018-05-04,-0.01332905050367117,0.013329050907338935
2018-05-07,0.009980900213122368,-0.021394611727416857
2018-05-08,-0.009382880292832851,-0.01684210526315788
2018-05-09,0.007999497465789318,0.008235875473562748
2018-05-10,0.01717057265341282,0.02009475575886288
2018-05-11,-0.03247929364442825,0.03155028827674555
2018-05-14,-0.037416551262140274,0.03741655022512025
2018-05-15,0.007472928147763014,-0.01466626758455536
2018-05-16,-0.004641766659915447,0.004404617253948917
2018-05-17,0.005595040041953325,-0.0055950400725841565
2018-05-18,0.012773722410202026,-0.012773722627737238
2018-05-21,-0.007369661703705788,0.008934072704867457
2018-05-22,0.000655772106256336,0.001832061068702373
2018-05-23,-0.0004453508881852031,-0.0007619628162147674
2018-05-24,0.0022821708116680384,-0.006862894616440296
2018-05-25,0.013287917710840702,0.013974201474201475
2018-05-29,-0.018627896904945374,-0.01862789641072249
2018-05-30,-0.019364196807146072,0.018364197530864157
2018-06-06,0.013789968565106392,-0.013789968176996514
2018-06-07,-0.001921942224726081,-0.0009219422249538978
2018-06-08,0.004475837107747793,0.015533681944017275
2018-06-11,-0.014436783269047737,0.01378161441768877
2018-06-12,0.00697401212528348,-0.008813863161039825
2018-06-13,-0.016622470691800117,0.031047475508666267
2018-06-14,-0.0009583822102285922,0.01037859961993881
2018-06-15,0.004325691610574722,0.01403356481481488
2018-06-18,0.017633900046348572,-0.0335283207304895
2018-06-19,0.013182515278458595,0.044729849424269386
2018-06-20,0.0021671466529369354,0.011728133389854456
2018-06-21,0.006667738780379295,-0.007262569832402144
2018-06-22,-0.015475520864129066,0.015475520540236376
2018-06-25,0.006829129997640848,-0.010390689941812137
2018-06-26,0.01953214220702648,-0.022679546409071882
2018-06-27,0.0025051694829016924,0.003437902879243504
2018-06-28,0.05995646119117737,-0.06095645967166308
2018-06-29,0.0010250144405290484,-0.021739130434782705
2018-07-02,0.010229498147964478,0.012742812742812859
2018-07-03,0.0017916581127792597,-0.01028080405094367
2018-07-05,0.0033746003173291683,0.009147286821705514
2018-07-06,0.0031263544224202633,0.021355046858196447
2018-07-09,0.0025428554508835077,0.017448856799037182
2018-07-10,-0.005844325292855501,0.008870490833825961
2018-07-11,0.01358286663889885,-0.013774912075029233
2018-07-12,0.0033486178144812584,0.010252600297176784
2018-07-13,-0.010110462084412575,0.009413148992498899
2018-07-16,0.00056537362979725,-0.005682646073145836
2018-07-17,0.0039824070408940315,-0.004396248534583758
2018-07-18,9.24148625927046e-05,-0.0005887547836325169
2018-07-19,0.0256925318390131,-0.025920471281296042
2018-07-20,-0.007365673780441284,-0.013305110371938267
2018-07-23,-0.00039727819967083633,0.016549187863928783
2018-07-24,0.007694588042795658,-0.011456135061802875
2018-07-25,0.0028162652160972357,0.006251906068923452
2018-07-26,0.005079153459519148,0.0053038339142295055
2018-07-27,0.003774296259507537,0.004974374434730144
2018-07-30,-0.010317230597138405,0.011399430028498747
2018-07-31,0.037925414741039276,-0.038113599288150835
2018-08-01,-0.01070014201104641,-0.011871723712611693
2018-08-02,-0.00040354448719881475,-0.004836948041816225
2018-08-03,-0.017902566120028496,0.017403574788334986
2018-08-06,0.000703047146089375,0.002311604253351973
2018-08-07,-0.0015505468472838402,0.006303813038130324
2018-08-08,0.03305890038609505,0.04155844155844157
2018-08-09,-0.001218072255142033,0.005867683731846762
2018-08-10,0.004951207432895899,0.007000145836371541
2018-08-13,-0.0052172355353832245,0.006517016654598251
2018-08-14,0.018504580482840538,0.027050359712230243
2018-08-15,-0.0001844815706135705,0.0036424768842813204
2018-08-16,0.0008790947031229734,0.021775544388609847
2018-08-17,0.0014588985359296203,0.006557377049180468
2018-08-20,0.0049060070887207985,0.012757871878392946
2018-08-21,0.011767874471843243,-0.012463146609488218
2018-08-22,-0.0007679866976104677,0.0029854797123083365
2018-08-23,0.003207002067938447,-0.003653091597889291
2018-08-24,-0.005621357820928097,0.005975013579576194
2018-08-27,-0.011911346577107906,0.011879049676025932
2018-08-28,-0.0010627220617607236,-0.0005336179295623023
2018-08-29,0.004064486362040043,-0.0062733582487987105
2018-08-30,-0.0006397225661203265,0.0010745466756212352
2018-08-31,-0.0023651348892599344,0.009526365222058075
2018-09-04,0.0021954786498099566,-0.016480595427963762
2018-09-05,0.011458897963166237,0.01202702702702707
2018-09-06,0.0046560028567910194,0.015756442782747904
2018-09-07,0.0113420020788908,0.016037859865913218
2018-09-10,0.005700079258531332,-0.02134816923275984
2018-09-11,-8.83059183252044e-05,0.0011898466419884013
2018-09-12,0.008299270644783974,0.020995642413838445
2018-09-13,0.0007761261658743024,-0.00310398344542151
2018-09-14,-0.0006668387213721871,-0.002205500778412084
2018-09-17,0.010021243244409561,0.015472630347159066
2018-09-18,-0.0035166325978934765,0.00653008962868129
2018-09-19,0.0015389954205602407,0.0044523597506678225
2018-09-20,-0.006169144995510578,0.005445795339412474
2018-09-21,-0.0013601939426735044,0.002519208968383868
2018-09-24,0.0009509667288511992,-0.01067973363487884
2018-09-25,0.00043748057214543223,-0.0143510287020574
2018-09-26,-0.01104916725307703,0.010565648756603707
2018-09-27,-0.00420757383108139,0.004207573632538653
2018-09-28,-0.0012870350619778037,-0.00050787201625202
2018-10-01,0.004192441236227751,0.009908536585365946
2018-10-02,0.0025502899661660194,-0.003270440251572415
2018-10-03,-0.0005520663107745349,0.00832912670368513
2018-10-04,0.002160745207220316,-0.00638297872340432
2018-10-05,0.006325913593173027,-0.009069152286182103
2018-10-08,-0.0032632569782435894,0.014363798144146456
2018-10-09,-0.004489475395530462,-0.003884711779448602
2018-10-10,-0.0010202403645962477,-0.007170713297270037
2018-10-11,0.07206617295742035,-0.07260516979219467
2018-10-12,-0.005235763266682625,0.018991665528077517
2018-10-15,-0.008757352828979492,-0.020380799141861083
2018-10-16,0.008740303106606007,0.009033670955379103
2018-10-17,0.006567307747900486,0.008681497558328921
2018-10-18,0.0021710421424359083,0.002286175363098497
2018-10-19,-0.001028376049362123,-0.004696095532000455
2018-10-22,0.00960510689765215,-0.0180641682394177
2018-10-23,0.004007750656455755,-0.005354200988467839
2018-10-24,-0.020792225375771523,-0.03643892339544519
2018-10-25,0.01209538895636797,0.0123191519839565
2018-10-26,0.0051809498108923435,-0.007782651761709336
2018-10-29,-0.005836477503180504,0.0059897318881916295
2018-10-30,0.010917534120380878,0.02622625460731487
2018-10-31,-0.0006828911718912423,0.0
2018-11-01,0.014657254330813885,0.027904406686006356
2018-11-02,0.01696370728313923,-0.017739551135599996
2018-11-05,-0.004322902299463749,0.008209057326583613
2018-11-06,-0.057383276522159576,0.0571312254037184
2018-11-07,3.109656972810626e-05,0.011168164313221984
2018-11-08,0.015199793502688408,0.01624984131014351
2018-11-09,-0.0015959691954776645,-0.002748282323547735
2018-11-12,0.0028222452383488417,0.0063885757234123375
2018-11-13,-0.005182275548577309,0.0057256659198405835
2018-11-14,0.010789395309984684,-0.01089108910891079
2018-11-15,0.0006770128384232521,-0.0010010010010009784
2018-11-16,0.002800044836476445,-0.006387775551102259
2018-11-19,-0.0006748331361450255,-0.009832345896886419
2018-11-20,-0.03905271366238594,-0.038574156588160435
2018-11-21,0.0027202144265174866,-0.0056938559322032845
2018-11-23,-0.0002413448819424957,0.001198561725928915
2018-11-26,0.01222772803157568,0.035381750465549366
2018-11-27,0.021000366657972336,0.021325796505652583
2018-11-28,0.004667743109166622,0.009685534591194811
2018-11-29,-0.0022226020228117704,-0.0033636476890493983
2018-11-30,-0.0010296552209183574,0.0024999999999999467
2018-12-03,0.005333204288035631,-0.008478802992518797
2018-12-04,0.0052723875269293785,-0.007671026156941596
2018-12-06,0.025551825761795044,-0.029654036243822124
2018-12-07,-0.009507916867733002,-0.0323886639676112
2018-12-10,-0.00385054899379611,-0.010122823592927488
2018-12-11,0.0005680953036062419,0.0009544586855738668
2018-12-12,0.00977934431284666,0.014848113336057844
2018-12-13,-0.0011304120998829603,-0.015167785234899256
2018-12-14,-0.0032817309256643057,-0.02030802780427976
2018-12-17,-0.014893275685608387,-0.016555370061213104
2018-12-18,-0.0005718909087590873,-0.01598528787664444
2018-12-19,-0.004016239196062088,-0.01394479585968944
2018-12-20,-0.031123332679271698,-0.030762501822423127
2018-12-21,-0.02419116534292698,-0.041817087845968715
2018-12-24,-0.011033201590180397,-0.01224489795918371
2018-12-26,0.027095617726445198,0.03957406230133498
2018-12-27,-0.0022412757389247417,-0.0025989909799725153
2018-12-28,-0.0008493481436744332,-0.0007664009809932315
2018-12-31,-0.004937784280627966,0.005062126092959085
2019-01-02,-0.0010168221779167652,0.0009157509157509125
2019-01-03,-0.0011184557806700468,-0.005336992985666256
2019-01-04,0.009062678553164005,0.024375287444427185
2019-01-07,0.026477070525288582,0.026788386710565826
2019-01-08,-0.0011660107411444187,-0.001166010785599747
2019-01-09,-0.0094364108517766,-0.036334452064789025
2019-01-10,0.0013465977972373366,-0.007419745608722161
2019-01-11,-0.004360126797109842,0.003966437833714753
2019-01-14,0.0066054509952664375,-0.007141771767208649
2019-01-15,-0.014857996255159378,-0.024487297214569992
2019-01-16,0.00039200932951644063,0.002823972387825613
2019-01-17,0.003587917657569051,-0.008604505632040071
2019-01-18,0.00926030334085226,0.03392772605333749
2019-01-22,0.0013589001027867198,-0.009157509157509125
2019-01-23,0.010958809405565262,0.018330252618607545
2019-01-24,0.011611335910856724,-0.01709272424746633
2019-01-25,-0.007373768836259842,0.007232994767620848
2019-01-28,0.0032085562124848366,-0.0032085561497326998
2019-01-29,-0.0020234803669154644,0.004598405885959611
2019-01-30,0.0040093460120260715,0.006408300274641343
2019-01-31,-0.00636086193844676,-0.006215888417222537
2019-02-01,-0.005034324713051319,-0.005034324942791768
2019-02-04,0.010579576715826988,0.010579576816927228
2019-02-05,-0.002621154999360442,-0.0036413290851159408
2019-02-06,-0.0034659479279071093,0.005481955230698832
2019-02-07,0.003849247470498085,-0.004240496743904254
2019-02-08,0.0031073549762368202,-0.011254752851710959
2019-02-11,-0.0017318284371867776,0.0013844023996305577
2019-02-12,0.005798898637294769,0.029339477726574748
2019-02-13,-0.0037083628121763468,0.011640053723324995
2019-02-14,0.00018391021876595914,-0.0014751438265232508
2019-02-15,0.020574679598212242,0.027182744866302233
2019-02-19,0.0006111929542385042,0.005033798360419839
2019-02-20,0.08040579408407211,-0.08099599313108186
2019-02-21,0.009881525300443172,-0.029118654624727514
2019-02-22,-0.006999516393989325,-0.006415396952686447
2019-02-25,0.000595643010456115,-0.011622276029055745
2019-02-26,-0.009531483054161072,-0.008982524906091749
2019-02-27,-0.03592617064714432,-0.03592617007251153
2019-02-28,-0.0012418290134519339,-0.011452991452991501
2019-03-01,0.0014385030372068286,0.005187618882932732
2019-03-04,0.005262173246592283,-0.03733012214003095
2019-03-05,-0.011726305820047855,-0.01786990707648317
2019-03-06,-0.01619661971926689,-0.017467248908296984
2019-03-07,-0.010668111965060234,-0.03037037037037038
2019-03-08,0.010557053610682487,0.010886172650878434
2019-03-11,0.015492159873247147,0.015492159455885224
2019-03-12,0.016744185239076614,0.016744186046511622
2019-03-13,0.010085382498800755,0.035132662397072245
2019-03-14,-0.0014285258948802948,-0.012197277709033005
2019-03-15,0.004456023685634136,-0.005010737294201872
2019-03-18,-0.014158418402075768,0.019244604316546843
2019-03-19,-0.00517099816352129,0.007411328745367873
2019-03-20,-0.0006204154342412949,-0.0162900683131898
2019-03-21,0.02158789150416851,0.022079772079772075
2019-03-22,-0.00012790292385034263,-0.02369337979094077
2019-03-25,0.0034335795789957047,-0.01945039257673087
2019-03-26,-0.008416897617280483,0.008007279344858897
2019-03-27,0.020249150693416595,-0.024192092435457724
2019-03-28,-0.005877216346561909,-0.012765957446808418
2019-03-29,0.006766660138964653,0.010682158920539697
2019-04-01,-0.002699944656342268,0.004821064342666492
2019-04-02,-0.017201723530888557,-0.038014393799593926
2019-04-03,0.012381071224808693,0.012660656052177144
2019-04-04,0.0016102500958368182,0.011555218791437838
2019-04-05,0.0020890345331281424,0.012359550561797716
2019-04-08,0.0012267620768398046,0.0016648168701443034
2019-04-09,-0.0008477974915876985,-0.007940904893813494
2019-04-10,-0.0015647574327886105,0.002792256142963412
2019-04-11,0.021638579666614532,-0.021904585112307418
2019-04-12,-0.0011622703168541193,0.002277472006073422
2019-04-15,-0.02701319381594658,0.026699488733194388
2019-04-16,0.003184180473908782,-0.005901881224640304
2019-04-17,0.008055566810071468,-0.0252319109461967
2019-04-18,0.001050860621035099,0.0017129805862201586
2019-04-22,-0.0018674498423933983,-0.003800114003420174
2019-04-23,-0.010815898887813091,0.010108716383749883
2019-04-24,-0.0009760529501363635,-0.0005664652567975992
2019-04-25,0.004890266340225935,0.005667863215567781
2019-04-26,-0.0039044807199388742,0.005635919594213945
2019-04-29,0.006158206611871719,0.008593312161404798
2019-04-30,-0.008121393620967865,0.0072235599185035415
2019-05-01,-0.054247885942459106,0.054247885251930805
2019-05-02,0.005854415241628885,-0.010465724751439032
2019-05-03,-4.581362009048462e-05,-0.001233915036136124
2019-05-06,0.00036024919245392084,-0.0010589481115425015
2019-05-07,0.02184414118528366,-0.022084805653710293
2019-05-08,0.0013242659624665976,0.007046070460704712
2019-05-09,0.00031545752426609397,-0.006996770721205636
2019-05-10,0.0007378217997029424,-0.0034327009936766517
2019-05-13,0.012598490342497826,-0.02429296591733132
2019-05-14,0.004287377465516329,-0.01579338535860275
2019-05-15,-0.004037765320390463,-0.0033981498961676015
2019-05-16,-0.009282060898840427,-0.009282060996400832
2019-05-17,0.010461547411978245,0.011089866156787975
2019-05-20,0.001039764261804521,0.0022692889561271024
2019-05-21,-0.0071145519614219666,0.009811320754717023
2019-05-22,-0.0037183307576924562,0.0035500747384153986
2019-05-23,0.017129026353359222,-0.01712902625209456
2019-05-24,-0.0030351250898092985,0.005304034855086126
2019-05-28,0.005411957390606403,-0.006971923874128483
2019-05-29,-0.0026492797769606113,-0.0034155597722960174
2019-05-30,0.001413838006556034,0.004379284082254298
2019-05-31,0.006529446691274643,-0.007203791469194365
2019-06-03,0.012931011617183685,0.019476799694481572
2019-06-04,0.011539287865161896,0.023038022101517175
2019-06-05,0.0017819656059145927,-0.026547052361772128
2019-06-06,-0.005986887030303478,0.017679142373518753
2019-06-07,0.00145939108915627,-0.0035113657364627127
2019-06-10,-0.01102098636329174,0.02058605341246289
2019-06-11,0.019028646871447563,-0.019262220606941716
2019-06-12,-0.006461747922003269,-0.005743931813970815
2019-06-13,0.0047165388241410255,0.017331345508758922
2019-06-14,0.002601966727524996,-0.007693716797948391
2019-06-17,-0.00015799076936673373,0.006830348901605943
2019-06-18,0.0006276569329202175,0.002200220022002153
2019-06-19,-0.0048916456289589405,0.004207830223198039
2019-06-20,0.007070630788803101,-0.018582619785024623
2019-06-21,0.0037822704762220383,-0.004083905698904711
2019-06-24,0.009209565818309784,-0.009506057781919819
2019-06-25,-0.004410204011946917,0.010161836657884837
2019-06-26,-0.00028072853456251323,0.00037257824143077656
2019-06-27,0.017290180549025536,0.01936685288640594
2019-06-28,-0.004616898950189352,-0.004567044208987903
2019-07-01,-0.0021472559310495853,0.008074876124059438
2019-07-02,-0.00019210137543268502,-0.0023666484616785555
2019-07-03,0.0034441084135323763,0.007299270072992803
2019-07-05,-0.003129113931208849,0.006702898550724701
2019-07-08,-0.0008141774451360106,-0.0046787835162857005
2019-07-09,-0.007621771190315485,-0.008678358343879977
2019-07-10,-0.01094944030046463,0.010031004924311526
2019-07-11,0.027867447584867477,0.046767786204405803
2019-07-12,-0.0036954309325665236,-0.007245126789718892
2019-07-15,0.00032741038012318313,-0.0019113814074717128
2019-07-16,-2.9141847335267812e-05,-0.0010445682451252214
2019-07-17,0.011221610009670258,-0.02004182642035557
2019-07-18,0.004016045946627855,0.004801707273697442
2019-07-19,0.008911504410207272,-0.009911504424778839
2019-07-22,-0.006759245879948139,-0.0082230961744727
2019-07-23,0.014098139479756355,0.014239365537130677
2019-07-24,0.003975847736001015,-0.004976008530300335
2019-07-25,-0.00488418061286211,-0.00982318271119853
2019-07-26,0.0009879855206236243,0.0018037518037519185
2019-07-29,0.01147331204265356,0.012963629816348465
2019-07-30,0.004747485276311636,0.0047991468183434804
2019-07-31,0.0096711041405797,-0.011675216699097879
